Mod:Item:MetaData, Localized Name
tconstruct:tough_binding:0, Yrdeen Tough Binding
tconstruct:tough_binding:0, Meteorite Tough Binding
tconstruct:tough_binding:0, Obsidiorite Tough Binding
tconstruct:tough_binding:0, Mirion Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Wyvern Tough Binding
tconstruct:tough_binding:0, Awakened Tough Binding
tconstruct:tough_binding:0, Chaotic Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Steeleaf Wide Guard
tconstruct:wide_guard:0, Fiery Wide Guard
tconstruct:wide_guard:0, Knightly Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Magical Wooden Wide Guard
tconstruct:wide_guard:0, Evil Infused Wide Guard
tconstruct:wide_guard:0, Enchanted Wide Guard
tconstruct:wide_guard:0, Demonic Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Plastic Wide Guard
tconstruct:wide_guard:0, Pink Slime Wide Guard
tconstruct:wide_guard:0, Reinforced Pink Slime Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Black Quartz Wide Guard
tconstruct:wide_guard:0, Void Wide Guard
tconstruct:wide_guard:0, Enori Wide Guard
tconstruct:wide_guard:0, Palis Wide Guard
tconstruct:wide_guard:0, Restonia Wide Guard
tconstruct:wide_guard:0, Emeradic Wide Guard
tconstruct:wide_guard:0, Diamatine Wide Guard
tconstruct:wide_guard:0, Psimetal Wide Guard
tconstruct:wide_guard:0, Psigem Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Tiberium Wide Guard
tconstruct:wide_guard:0, Aurorium Wide Guard
tconstruct:wide_guard:0, Prometheum Wide Guard
tconstruct:wide_guard:0, Duranite Wide Guard
tconstruct:wide_guard:0, Valyrium Wide Guard
tconstruct:wide_guard:0, Vibranium Wide Guard
tconstruct:wide_guard:0, Terrax Wide Guard
tconstruct:wide_guard:0, Palladium Wide Guard
tconstruct:wide_guard:0, Uru Wide Guard
tconstruct:wide_guard:0, Eezo Wide Guard
tconstruct:wide_guard:0, Basalt Wide Guard
tconstruct:wide_guard:0, Triberium Wide Guard
tconstruct:wide_guard:0, Fractum Wide Guard
tconstruct:wide_guard:0, Violium Wide Guard
tconstruct:wide_guard:0, Proxii Wide Guard
tconstruct:wide_guard:0, Tritonite Wide Guard
tconstruct:wide_guard:0, Ignitz Wide Guard
tconstruct:wide_guard:0, Imperomite Wide Guard
tconstruct:wide_guard:0, Solarium Wide Guard
tconstruct:wide_guard:0, Nihilite Wide Guard
tconstruct:wide_guard:0, Adamant Wide Guard
tconstruct:wide_guard:0, Dyonite Wide Guard
tconstruct:wide_guard:0, Nucleum Wide Guard
tconstruct:wide_guard:0, Lumix Wide Guard
tconstruct:wide_guard:0, Seismum Wide Guard
tconstruct:wide_guard:0, Astrium Wide Guard
tconstruct:wide_guard:0, Niob Wide Guard
tconstruct:wide_guard:0, Yrdeen Wide Guard
tconstruct:wide_guard:0, Meteorite Wide Guard
tconstruct:wide_guard:0, Obsidiorite Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Wyvern Wide Guard
tconstruct:wide_guard:0, Awakened Wide Guard
tconstruct:wide_guard:0, Chaotic Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Plastic Hand Guard
tconstruct:hand_guard:0, Pink Slime Hand Guard
tconstruct:hand_guard:0, Reinforced Pink Slime Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Black Quartz Hand Guard
tconstruct:hand_guard:0, Void Hand Guard
tconstruct:hand_guard:0, Enori Hand Guard
tconstruct:hand_guard:0, Palis Hand Guard
tconstruct:hand_guard:0, Restonia Hand Guard
tconstruct:hand_guard:0, Emeradic Hand Guard
tconstruct:hand_guard:0, Diamatine Hand Guard
tconstruct:hand_guard:0, Psimetal Hand Guard
tconstruct:hand_guard:0, Psigem Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Tiberium Hand Guard
tconstruct:hand_guard:0, Aurorium Hand Guard
tconstruct:hand_guard:0, Prometheum Hand Guard
tconstruct:hand_guard:0, Duranite Hand Guard
tconstruct:hand_guard:0, Valyrium Hand Guard
tconstruct:hand_guard:0, Vibranium Hand Guard
tconstruct:hand_guard:0, Terrax Hand Guard
tconstruct:hand_guard:0, Palladium Hand Guard
tconstruct:hand_guard:0, Uru Hand Guard
tconstruct:hand_guard:0, Eezo Hand Guard
tconstruct:hand_guard:0, Basalt Hand Guard
tconstruct:hand_guard:0, Triberium Hand Guard
tconstruct:hand_guard:0, Fractum Hand Guard
tconstruct:hand_guard:0, Violium Hand Guard
tconstruct:hand_guard:0, Proxii Hand Guard
tconstruct:hand_guard:0, Tritonite Hand Guard
tconstruct:hand_guard:0, Ignitz Hand Guard
tconstruct:hand_guard:0, Imperomite Hand Guard
tconstruct:hand_guard:0, Solarium Hand Guard
tconstruct:hand_guard:0, Nihilite Hand Guard
tconstruct:hand_guard:0, Adamant Hand Guard
tconstruct:hand_guard:0, Dyonite Hand Guard
tconstruct:hand_guard:0, Nucleum Hand Guard
tconstruct:hand_guard:0, Lumix Hand Guard
tconstruct:hand_guard:0, Seismum Hand Guard
tconstruct:hand_guard:0, Astrium Hand Guard
tconstruct:hand_guard:0, Niob Hand Guard
tconstruct:hand_guard:0, Yrdeen Hand Guard
tconstruct:hand_guard:0, Meteorite Hand Guard
tconstruct:hand_guard:0, Obsidiorite Hand Guard
tconstruct:hand_guard:0, Mirion Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Wyvern Hand Guard
tconstruct:hand_guard:0, Awakened Hand Guard
tconstruct:hand_guard:0, Chaotic Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Steeleaf Cross Guard
tconstruct:cross_guard:0, Fiery Cross Guard
tconstruct:cross_guard:0, Knightly Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Plastic Cross Guard
tconstruct:cross_guard:0, Pink Slime Cross Guard
tconstruct:cross_guard:0, Reinforced Pink Slime Cross Guard
tconstruct:cross_guard:0, Alumite Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Malachite Cross Guard
tconstruct:cross_guard:0, Amber Cross Guard
tconstruct:cross_guard:0, Topaz Cross Guard
tconstruct:cross_guard:0, Tanzanite Cross Guard
tconstruct:cross_guard:0, Amethyst Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Black Quartz Cross Guard
tconstruct:cross_guard:0, Void Cross Guard
tconstruct:cross_guard:0, Enori Cross Guard
tconstruct:cross_guard:0, Palis Cross Guard
tconstruct:cross_guard:0, Restonia Cross Guard
tconstruct:cross_guard:0, Emeradic Cross Guard
tconstruct:cross_guard:0, Diamatine Cross Guard
tconstruct:cross_guard:0, Psimetal Cross Guard
tconstruct:cross_guard:0, Psigem Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Tiberium Cross Guard
tconstruct:cross_guard:0, Aurorium Cross Guard
tconstruct:cross_guard:0, Prometheum Cross Guard
tconstruct:cross_guard:0, Duranite Cross Guard
tconstruct:cross_guard:0, Valyrium Cross Guard
tconstruct:cross_guard:0, Vibranium Cross Guard
tconstruct:cross_guard:0, Terrax Cross Guard
tconstruct:cross_guard:0, Palladium Cross Guard
tconstruct:cross_guard:0, Uru Cross Guard
tconstruct:cross_guard:0, Eezo Cross Guard
tconstruct:cross_guard:0, Basalt Cross Guard
tconstruct:cross_guard:0, Triberium Cross Guard
tconstruct:cross_guard:0, Fractum Cross Guard
tconstruct:cross_guard:0, Violium Cross Guard
tconstruct:cross_guard:0, Proxii Cross Guard
tconstruct:cross_guard:0, Tritonite Cross Guard
tconstruct:cross_guard:0, Ignitz Cross Guard
tconstruct:cross_guard:0, Imperomite Cross Guard
tconstruct:cross_guard:0, Solarium Cross Guard
tconstruct:cross_guard:0, Nihilite Cross Guard
tconstruct:cross_guard:0, Adamant Cross Guard
tconstruct:cross_guard:0, Dyonite Cross Guard
tconstruct:cross_guard:0, Nucleum Cross Guard
tconstruct:cross_guard:0, Lumix Cross Guard
tconstruct:cross_guard:0, Seismum Cross Guard
tconstruct:cross_guard:0, Astrium Cross Guard
tconstruct:cross_guard:0, Niob Cross Guard
tconstruct:cross_guard:0, Yrdeen Cross Guard
tconstruct:cross_guard:0, Meteorite Cross Guard
tconstruct:cross_guard:0, Obsidiorite Cross Guard
tconstruct:cross_guard:0, Mirion Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Wyvern Cross Guard
tconstruct:cross_guard:0, Awakened Cross Guard
tconstruct:cross_guard:0, Chaotic Cross Guard
tconstruct:cross_guard:0, Emerald Cross Guard
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Fake-Iron Large Plate
tconstruct:large_plate:0, Naga Scale Large Plate
tconstruct:large_plate:0, Steeleaf Large Plate
tconstruct:large_plate:0, Fiery Large Plate
tconstruct:large_plate:0, Knightly Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Magical Wooden Large Plate
tconstruct:large_plate:0, Evil Infused Large Plate
tconstruct:large_plate:0, Enchanted Large Plate
tconstruct:large_plate:0, Demonic Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Plastic Large Plate
tconstruct:large_plate:0, Pink Slime Large Plate
tconstruct:large_plate:0, Reinforced Pink Slime Large Plate
tconstruct:large_plate:0, Alumite Large Plate
tconstruct:large_plate:0, Nickel Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, Sapphire Large Plate
tconstruct:large_plate:0, Ruby Large Plate
tconstruct:large_plate:0, Peridot Large Plate
tconstruct:large_plate:0, Malachite Large Plate
tconstruct:large_plate:0, Amber Large Plate
tconstruct:large_plate:0, Topaz Large Plate
tconstruct:large_plate:0, Tanzanite Large Plate
tconstruct:large_plate:0, Amethyst Large Plate
tconstruct:large_plate:0, Lumium Large Plate
tconstruct:large_plate:0, Signalum Large Plate
tconstruct:large_plate:0, Platinum Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:large_plate:0, Black Quartz Large Plate
tconstruct:large_plate:0, Void Large Plate
tconstruct:large_plate:0, Enori Large Plate
tconstruct:large_plate:0, Palis Large Plate
tconstruct:large_plate:0, Restonia Large Plate
tconstruct:large_plate:0, Emeradic Large Plate
tconstruct:large_plate:0, Diamatine Large Plate
tconstruct:large_plate:0, Psimetal Large Plate
tconstruct:large_plate:0, Psigem Large Plate
tconstruct:large_plate:0, Certus Quartz Large Plate
tconstruct:large_plate:0, Fluix Crystal Large Plate
tconstruct:large_plate:0, Thaumium Large Plate
tconstruct:large_plate:0, Tiberium Large Plate
tconstruct:large_plate:0, Aurorium Large Plate
tconstruct:large_plate:0, Prometheum Large Plate
tconstruct:large_plate:0, Duranite Large Plate
tconstruct:large_plate:0, Valyrium Large Plate
tconstruct:large_plate:0, Vibranium Large Plate
tconstruct:large_plate:0, Terrax Large Plate
tconstruct:large_plate:0, Palladium Large Plate
tconstruct:large_plate:0, Uru Large Plate
tconstruct:large_plate:0, Eezo Large Plate
tconstruct:large_plate:0, Basalt Large Plate
tconstruct:large_plate:0, Triberium Large Plate
tconstruct:large_plate:0, Fractum Large Plate
tconstruct:large_plate:0, Violium Large Plate
tconstruct:large_plate:0, Proxii Large Plate
tconstruct:large_plate:0, Tritonite Large Plate
tconstruct:large_plate:0, Ignitz Large Plate
tconstruct:large_plate:0, Imperomite Large Plate
tconstruct:large_plate:0, Solarium Large Plate
tconstruct:large_plate:0, Nihilite Large Plate
tconstruct:large_plate:0, Adamant Large Plate
tconstruct:large_plate:0, Dyonite Large Plate
tconstruct:large_plate:0, Nucleum Large Plate
tconstruct:large_plate:0, Lumix Large Plate
tconstruct:large_plate:0, Seismum Large Plate
tconstruct:large_plate:0, Astrium Large Plate
tconstruct:large_plate:0, Niob Large Plate
tconstruct:large_plate:0, Yrdeen Large Plate
tconstruct:large_plate:0, Meteorite Large Plate
tconstruct:large_plate:0, Obsidiorite Large Plate
tconstruct:large_plate:0, Mirion Large Plate
tconstruct:large_plate:0, Livingwood Large Plate
tconstruct:large_plate:0, Manasteel Large Plate
tconstruct:large_plate:0, Elementium Large Plate
tconstruct:large_plate:0, Terrasteel Large Plate
tconstruct:large_plate:0, Dark Matter Large Plate
tconstruct:large_plate:0, Red Matter Large Plate
tconstruct:large_plate:0, Wyvern Large Plate
tconstruct:large_plate:0, Awakened Large Plate
tconstruct:large_plate:0, Chaotic Large Plate
tconstruct:large_plate:0, Emerald Large Plate
tconstruct:knife_blade:0, Electrical Knife Blade
tconstruct:knife_blade:0, Energetic Knife Blade
tconstruct:knife_blade:0, Vibrant Knife Blade
tconstruct:knife_blade:0, Red Knife Blade
tconstruct:knife_blade:0, Conductive Knife Blade
tconstruct:knife_blade:0, Pulsating Knife Blade
tconstruct:knife_blade:0, Dark Knife Blade
tconstruct:knife_blade:0, Souled Knife Blade
tconstruct:knife_blade:0, Knife Blade of the End
tconstruct:knife_blade:0, Fake-Iron Knife Blade
tconstruct:knife_blade:0, Steeleaf Knife Blade
tconstruct:knife_blade:0, Fiery Knife Blade
tconstruct:knife_blade:0, Knightly Knife Blade
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Magical Wooden Knife Blade
tconstruct:knife_blade:0, Evil Infused Knife Blade
tconstruct:knife_blade:0, Enchanted Knife Blade
tconstruct:knife_blade:0, Demonic Knife Blade
tconstruct:knife_blade:0, Treated Wood Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:knife_blade:0, Plastic Knife Blade
tconstruct:knife_blade:0, Pink Slime Knife Blade
tconstruct:knife_blade:0, Reinforced Pink Slime Knife Blade
tconstruct:knife_blade:0, Alumite Knife Blade
tconstruct:knife_blade:0, Nickel Knife Blade
tconstruct:knife_blade:0, Invar Knife Blade
tconstruct:knife_blade:0, Iridium Knife Blade
tconstruct:knife_blade:0, Sapphire Knife Blade
tconstruct:knife_blade:0, Ruby Knife Blade
tconstruct:knife_blade:0, Peridot Knife Blade
tconstruct:knife_blade:0, Malachite Knife Blade
tconstruct:knife_blade:0, Amber Knife Blade
tconstruct:knife_blade:0, Topaz Knife Blade
tconstruct:knife_blade:0, Tanzanite Knife Blade
tconstruct:knife_blade:0, Amethyst Knife Blade
tconstruct:knife_blade:0, Lumium Knife Blade
tconstruct:knife_blade:0, Signalum Knife Blade
tconstruct:knife_blade:0, Platinum Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:knife_blade:0, Black Quartz Knife Blade
tconstruct:knife_blade:0, Void Knife Blade
tconstruct:knife_blade:0, Enori Knife Blade
tconstruct:knife_blade:0, Palis Knife Blade
tconstruct:knife_blade:0, Restonia Knife Blade
tconstruct:knife_blade:0, Emeradic Knife Blade
tconstruct:knife_blade:0, Diamatine Knife Blade
